0;1;2;3;4;5
521;Chikako Fukuyama;No data;['Bond: Kizuna', 'Pursue', '2021', '1 episodio'];['Reparto', 'Producción', 'Equipos adicionales'];Sin oscar
522;Martinez Carlos;No data;['El Show de Óscar Burgos', 'Queremos Más con Óscar Burgos'];['Reparto'];Sin oscar
523;Anna Otin;No data;['Alcarràs', 'Carta a mi madre para mi hijo', '2022', '37 premios Goya', '2023'];['Reparto', 'Banda sonora'];Sin Oscar
524;Casey Lee McIntosh;1988;[''];['Reparto', 'Producción', 'Guion'];Sin oscar
525;Roxane Arnal;No data;['Madame Hyde', 'Increíble pero cierto', 'Invisible Friend', 'Les rois du monde'];['Reparto', 'Música', 'Edición'];Sin oscar
526;Antonia San Juan;1961;[''];['Reparto', 'Dirección', 'Guion'];Sin Oscar
527;Kyle Schmid;1984;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
528;Nikita Tarasov;1979;[''];['Reparto'];Sin oscar
529;Chandrachur Singh;1968;[''];['Reparto', 'Música', 'Dirección de la segunda unidad o asistencia a dirección'];Sin Oscar
530;Devadarshini Chetan;1975;[''];['Reparto'];Sin Oscar
531;Ursula Werner;1943;[''];['Reparto'];Sin Oscar
532;Andrew Leland Rogers;No data;[''];['Reparto', 'Producción', 'Guion'];Sin oscar
533;Maria Eugénia Amaral;No data;['Vadio'];['Reparto'];Sin oscar
534;Reza Pramez;No data;['Tuyul: Part 1', 'Ten: The Secret Mission', 'Iblis dalam Darah', 'Before Night Falls'];['Maquillaje', 'Reparto', 'Efectos especiales'];Sin Oscar
535;Simran Sehajpal;No data;['Patta Patta Singhan Da Vairi', 'Dakuaan Da Munda', 'Rupinder Gandhi 2: The Robin Hood', 'Dakuaan Da Munda 2'];['Reparto'];Sin oscar
536;Olivier Siou;1973;['Los inmortales', '1995 • 1 episodio', '20 heures le journal', '1981', '2023'];['Reparto', 'Guion'];Sin oscar
537;Kishore Kumar G.;1974;[''];['Reparto', 'Producción'];Sin Oscar
538;Elaine Kao;No data;[''];['Reparto', 'Producción', 'Equipos adicionales'];Sin Oscar
539;Fernando Tejero;1967;[''];['Reparto', 'Banda sonora'];Sin Oscar
540;Katsiaryna Shulha;1993;[''];['Reparto', 'Dirección'];Sin oscar
541;Alba Baptista;1997;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
542;Funda Eskioglu;1964;['Hakan, el protector', '2020 • 1 episodio', '2017', '(2012-2013)', 'Serie de TV'];['Reparto'];Sin oscar
543;Max Katz;No data;[''];['Reparto'];Sin oscar
544;Tracy Tooley;No data;['The Good Fight'];['Reparto'];Sin oscar
545;Uzo Aduba;1981;[''];['Reparto', 'Producción', 'Banda sonora'];Ganó 3 premios Primetime Emmy
546;Harrison Daniels;No data;[''];['Reparto'];Sin oscar
547;Sobhita Dhulipala;1992;[''];['Reparto'];Sin Oscar
548;Nicole Beharie;1985;[''];['Reparto', 'Banda sonora'];Sin Oscar
549;José Fidalgo;1979;[''];['Reparto'];Sin Oscar
550;Casey Nelson;noviembre;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
551;Marine Vacth;1991;[''];['Reparto'];Sin Oscar
552;Krithi Shetty;2003;[''];['Reparto'];Sin Oscar
553;Dimitar Banenkin;No data;[''];['Reparto'];Sin oscar
554;Burak Zeyeralp;No data;['Arka Sokaklar', '2010 • 1 episodio', 'Reparto', 'Mustafa'];['Reparto'];Sin oscar
555;April Duran;No data;[''];['Reparto'];Sin oscar
556;Frances McDormand;1957;[''];['Reparto', 'Producción', 'Banda sonora'];Ganó 4 premios Óscar
557;Bobby Brown;2004;[''];['Reparto', 'Producción', 'Equipo ejecutivo'];Nominado para 2 premios Primetime Emmy
558;Lea Bankó;No data;['Slovo'];['Reparto'];Sin oscar
559;Madalen Mills;No data;[''];['Reparto', 'Banda sonora'];Sin Oscar
560;Claudia Medina;No data;['Receta de cocina', 'Finding Llorona', 'Entre el medio', '2002', '2011'];['Dirección', 'Guion', 'Edición'];Sin oscar
561;Leah Thompkins;No data;[''];['Reparto'];Sin oscar
562;Anoop;diciembre;[''];['Reparto', 'Banda sonora'];Sin oscar
563;Casey Adams;1917;[''];['Reparto', 'Música', 'Banda sonora'];Sin oscar
564;Albert Rudbeck Lindhardt;2001;[''];['Reparto'];Sin Oscar
565;Shane Robinson;No data;[''];['Reparto', 'Dirección', 'Guion'];Sin oscar
566;Jennifer True;1969;['Shadow Walkers', '2018 • 3 episodios', '2015–2016 • 3 episodios', '2022', '2021'];['Reparto', 'Producción'];Sin oscar
567;Lou-ap Abraham;No data;['Were It Not for Mama'];['Reparto'];Sin oscar
568;Ali Yogurtcuoglu;1984;['Mi mentira más dulce (Benim Tatli Yalanim)', '2019 • 28 episodios', '2022', '2014', 'Uluç'];['Reparto'];Sin oscar
569;François Pérusse;1960;[''];['Guion', 'Reparto', 'Composición'];Sin Oscar
570;Nakshatra Nagesh;No data;['As I Am Suffering from Kadhal', '2017 • 9 episodios', 'Vanigan', 'RJ Divya'];['Reparto'];Sin oscar
571;Harish Dudhade;No data;['Tumchi Mulgi Kay Karte', '2021–2022 • 344 episodios', '2018', '2019', '2015 • 759 episodios'];['Reparto'];Sin oscar
572;Marianne Antuma;No data;['Fazant'];['Reparto'];Sin oscar
573;Cevin Clark;No data;['T Bird', '2023', '2023', '2006'];['Reparto', 'Producción'];Sin oscar
574;Burn Gorman;1974;[''];['Reparto', 'Banda sonora'];Sin Oscar
575;Shae Landers;No data;[''];['Reparto'];Sin oscar
576;Harold Bridgeforth;1983;[''];['Reparto', 'Arte', 'Producción'];Sin Oscar
577;Taner Rumeli;1985;['Bas Belasi', '2021 • 13 episodios', '2022', 'Can', 'Serie de TV'];['Reparto'];Sin oscar
578;Kamrul Hossain Mihir;No data;['D@bbe', 'Blade Runner: Apagón 2022', '2017', '2018'];['Reparto', 'Localización', 'Guion'];Sin oscar
579;Danica Curcic;1985;[''];['Reparto', 'Banda sonora'];Sin Oscar
580;Khaul Ahmed;No data;['Mere Desh Ki Dharti'];['Reparto'];Sin oscar
581;Carmen Maura;1945;[''];['Reparto', 'Banda sonora'];Sin Oscar
582;Alon McKlveen;1998;['Outer Banks', '2020 • 1 episodio', '2022', '2022', 'Receptionist'];['Reparto', 'Localización', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
583;Ana Wagener;1962;[''];['Reparto', 'Equipos adicionales', 'Banda sonora'];Sin Oscar
584;Jacob Young;1979;[''];['Reparto', 'Producción', 'Banda sonora'];Sin Oscar
585;Geneviève Beaudet;No data;['Séquelles', '2016 • 2 episodios', '2022', '2022', '2017'];['Reparto'];Sin oscar
586;Alma Rosenbeck;No data;['Volta', 'Corto', '6,7', 'Grand-Ecart'];['Reparto'];Sin oscar
587;Eddie Baroo;1968;[''];['Reparto', 'Guion', 'Guion y continuidad'];Sin Oscar
588;Emma Colwell;No data;[''];['Reparto'];Sin oscar
589;Paris Allen;1990;[''];['Reparto'];Sin oscar
590;Yitie Liu;No data;['Sharpshooter', 'Ji xing mou sha', '2023', 'Reparto'];['Reparto'];Sin oscar
591;José Chaves;No data;['Diario de una ninfómana', 'Mario Conde, los días de gloria', '2013 • 2 episodios', 'Amancio', 'Marido Portera'];['Reparto', 'Equipos adicionales'];Sin oscar
592;Abigail Cowen;1998;[''];['Reparto', 'Banda sonora'];Sin oscar
593;Emre Yilmaz;No data;[''];['Reparto'];Sin oscar
594;Sewell Whitney;No data;[''];['Reparto'];Sin oscar
595;Rafael Gareisen;1994;[''];['Reparto'];Sin Oscar
596;Anindya Chatterjee;No data;[''];['Reparto', 'Dirección de producción'];Sin oscar
597;Lauren Sowa;febrero;[''];['Reparto', 'Producción', 'Dirección'];Sin Oscar
598;Geyner Bermúdez;No data;['El Deseo Del Pescador Y La Muerte De La Mujer', 'Mortimer', 'Sastre', 'Sastre'];['Reparto'];Sin oscar
599;Rosanna Pilcher;No data;"['Abundant Sunshine', ""Ether's Paradise"", '6,7', 'Spinner']";['Reparto'];Sin oscar
600;Uma Thurman;1970;[''];['Reparto', 'Producción', 'Guion'];Nominado para 1 premio Óscar
601;Juan Chioran;1963;[''];['Reparto', 'Equipos adicionales', 'Banda sonora'];Sin Oscar
602;Ta'j;No data;[''];['Reparto'];Sin Oscar
603;Joe Zalias;No data;['A killer outside', 'Corto', 'Guion', '2021'];['Reparto', 'Producción', 'Guion'];Sin Oscar
604;Stephen Knox;1963;['American Graffiti'];['Reparto'];Sin oscar
605;Junko Cheng;No data;[''];['Reparto'];Sin oscar
606;Clare Agius;No data;['Ágora', 'Resucitado', 'Simshar', 'Uwijja'];['Reparto'];Sin Oscar
607;Nicholas M. Garofolo;No data;['Insomniac Frightmare Killers', 'Corto', 'Corto', 'Corto'];['Reparto', 'Producción', 'Guion'];Sin Oscar
608;Raymond Power;No data;[''];['Reparto', 'Producción', 'Cámara y electricidad'];Sin oscar
609;Kamala Israfilova;No data;[''];['Reparto'];Sin oscar
610;H. Jon Benjamin;1966;[''];['Reparto', 'Guion', 'Producción'];Nominado para 1 premio Primetime Emmy
611;Alfie Cain;No data;['Donkey Dust', 'Corto'];['Reparto'];Sin oscar
612;Will Brittain;1990;[''];['Reparto', 'Dirección', 'Guion'];Sin oscar
613;Simran;1976;[''];['Reparto'];Sin Oscar
614;Yener Sezgin;1971;['Gazi', '2008 • 7 episodios', 'Reparto', 'Serie de TV', '6,8'];['Reparto'];Sin oscar
615;Claudio Santamaria;1974;[''];['Reparto', 'Dirección', 'Guion'];Sin Oscar
616;Marlee Wilson;No data;No data;No data;Sin oscar
617;Suriya;1975;[''];['Reparto', 'Producción', 'Música'];Sin Oscar
618;Joey Ruggiero;No data;[''];['Reparto', 'Producción', 'Edición'];Sin oscar
619;Momma Dee;1963;[''];['Reparto', 'Producción'];Sin oscar
620;Tim Heidecker;1976;[''];['Guion', 'Reparto', 'Producción'];Sin Oscar
621;Tim McInnerny;1956;[''];['Reparto'];Sin oscar
622;Matthias Lojewski;No data;[''];['Reparto', 'Guion', 'Sonido'];Sin oscar
623;Sachin Shroff;1972;['C.I.D.', '2010 • 1 episodio', 'Amber ShastrAmber Shastri', 'Serie de TV', 'Serie de TV'];['Reparto'];Sin oscar
624;Hakeem Sharif;No data;[''];['Reparto'];Sin oscar
625;Murray SawChuck;No data;[''];['Reparto', 'Dirección', 'Guion'];Sin Oscar
626;Frederique Gudelj;No data;['Cielo de Agua', '5,9'];['Reparto'];Sin oscar
627;Sean Pickering;No data;['Rise of the Zombie Dolls', 'Cloud 9', '2,9', 'Corto'];['Reparto', 'Guion', 'Producción'];Sin oscar
628;Ulf Pilgaard;1940;[''];['Reparto', 'Guion', 'Banda sonora'];Sin Oscar
629;Lucie Arnaz;1951;[''];['Reparto', 'Producción', 'Equipos adicionales'];Ganó 1 premio Primetime Emmy
630;Johan Ehn;No data;[''];['Reparto'];Sin oscar
631;Dalila Carmo;1974;[''];['Reparto'];Sin Oscar
632;Danny Ramirez;1992;[''];['Reparto', 'Producción', 'Guion'];Sin oscar
633;Chandu Kanuri;2006;[''];['Reparto', 'Música', 'Dirección'];Sin oscar
634;José Pescina;No data;[''];['Reparto', 'Producción', 'Guion'];Sin oscar
635;Rodela Rangan Riddo;No data;['Adom', 'Iti, Tomari Dhaka'];['Reparto'];Sin oscar
636;Lincoln Claar Sr.;No data;['Mr. Darkness'];['Reparto'];Sin oscar
637;Wyatt Oleff;2003;[''];['Reparto', 'Dirección', 'Dirección de la segunda unidad o asistencia a dirección'];Sin Oscar
638;Fanny Ardant;1949;[''];['Reparto', 'Dirección', 'Guion'];Sin Oscar
639;Jose Eduardo Moreno;No data;['Cuestión de Corbatas', 'Háblame de ti', 'Untitled Make a Wish/Feature Film Saga', 'Dirección o asistencia de la segunda unidad(as José Eduardo Cortés, second unit)'];['Dirección de la segunda unidad o asistencia a dirección', 'Producción', 'Dirección'];Sin oscar
640;Müfit Can Saçinti;1968;['Yasamak Güzel Sey', 'Maskeler De Düser', 'Babamin Ceketi', 'Zengin Kiz Fakir Oglan', '2012–2015 • 135 episodios'];['Reparto', 'Guion', 'Dirección'];Sin oscar
641;Ravinder Grewal;No data;['Aiven Raula Pai Gaya', 'Tera Mera Ki Rishta', 'Munde U.K. De', 'Judge Singh LLB'];['Reparto', 'Música', 'Producción'];Sin oscar
642;Sean Munnelly;No data;['Philadelphia: The Great Experiment', '2015 • 1 episodio', '2022', 'Thomas Paglone'];['Reparto'];Sin oscar
643;DJ Xplosive;No data;['Body Count', 'Videoclip'];['Reparto'];Sin oscar
644;Carmen Delgado;No data;['Vivir toda la vida', '2021', '1999 • 69 episodios', 'Mamá de Sofía', 'Serie de TV'];['Reparto'];Sin Oscar
645;Nicolas Perez Lenzuen;No data;['REUS LA VUELTA AL BARRIO'];['Reparto'];Sin oscar
646;Rosa Robson;No data;[''];['Reparto'];Sin oscar
647;Delaney Morgan;No data;['Deep Space', 'Persecución mortal', 'A.M.I.', 'Un precio justo'];['Arte'];Sin oscar
648;Qonisha Earl;No data;[''];['Reparto', 'Sonido', 'Dirección'];Sin oscar
649;Sami Alasara;1972;['Toinen mies', 'Routa', '3,8', 'Sipoon Herttua', '2018 • 2 episodios'];['Reparto'];Sin oscar
650;Eric Prestley;No data;"[""A Wolf in Sheep's Clothing"", 'Corto', '8,4', 'Dr. Palma']";['Reparto', 'Dirección', 'Guion'];Sin oscar
651;Fritz Lordick;No data;['JGA: Jasmin. Gina. Anna.', 'Um Himmels Willen', '2021 • 1 episodio'];['Reparto'];Sin oscar
652;Avantika Akerkar;No data;['Mission Majnu', 'El nuevo exótico Hotel Marigold', '83', 'Sense8', '2015–2017 • 6 episodios'];['Reparto'];Sin oscar
653;Colleen Keogh;No data;[''];['Reparto'];Sin oscar
654;Manish Kumar;No data;['El gato con botas', 'Los pingüinos de Madagascar', 'El corral: Una fiesta muy bestia', 'Baba Yaga', '2020'];['Animación', 'Reparto', 'Guion'];Sin Oscar
655;Elsie Fisher;2003;[''];['Reparto', 'Música', 'Banda sonora'];Sin Oscar
656;Ronald Kerns Jr.;No data;['Tea Street'];['Reparto'];Sin oscar
657;Jaden Tolliver;No data;['Mis dos vidas', 'I Do', 'Ley y orden: Crimen organizado', '2022 • 1 episodio', '2018'];['Reparto'];Sin oscar
658;Haoran Liu;1997;[''];['Reparto'];Sin Oscar
659;Thomas Bettencourt;No data;['Volta'];['Reparto'];Sin oscar
660;Ludvig Pedersen Hoøen;No data;['Royalteen'];['Reparto'];Sin oscar
661;Tom White;No data;[''];['Reparto'];Sin Oscar
662;Maddie Nichols;enero;[''];['Reparto'];Sin oscar
663;Francisco Soto Jr.;No data;[''];['Reparto', 'Equipos adicionales'];Sin oscar
664;Tileda Moore;No data;"['Were It Not for Mama', 'The School in the Woods', ""Innocent's Way: The Short"", 'Philosophy of Hate']";['Reparto', 'Equipos adicionales'];Sin oscar
665;Mitchell Vanlerberg;No data;['Young Ronin', 'Young Ronin II'];['Dirección', 'Reparto', 'Guion'];Sin oscar
666;Nathalie J. Alarcon;1989;[''];['Reparto'];Sin oscar
667;Rami Heuberger;1963;[''];['Reparto', 'Guion'];Sin Oscar
668;Shiwanesh G. Hadgu;No data;['Know Your Place', 'Hagereseb', '2015'];['Reparto'];Sin oscar
669;Michael Deni;No data;[''];['Reparto', 'Equipos adicionales', 'Producción'];Sin oscar
670;Esther Anderson;1979;[''];['Reparto', 'Edición'];Sin Oscar
671;Shataf Figar;No data;[''];['Reparto'];Sin oscar
672;Ashim Roy Chowdhury;No data;['Jongole Mitin Mashi', 'Bindaas', 'Mayaa', 'Kidnap'];['Reparto'];Sin oscar
673;Gladys Iturra Beiza;No data;['Here Out West'];['Reparto'];Sin oscar
674;Nivin Pauly;1984;[''];['Reparto', 'Producción'];Sin Oscar
675;Deki Lhamo;No data;['The Monk and the Gun'];['Reparto'];Sin oscar
676;Bunmi Aboderin;No data;['The Widow', '4,0', '5,4'];['Reparto', 'Equipos adicionales'];Sin oscar
677;Desiree Henry;No data;['Boxer vs. Wrestler', '5,3', 'Corto', '3,8'];['Reparto'];Sin oscar
678;Marcos Crespo;No data;['Alamedadosoulna la película'];['Reparto'];Sin oscar
679;Josie Broyles;No data;['Summer Skies'];['Reparto'];Sin oscar
680;Victoria Hopkins;No data;[''];['Reparto', 'Diseño de vestuario', 'Dirección'];Sin oscar
681;Khushi Shah;No data;[''];['Reparto'];Sin oscar
682;Satomi Arai;1980;[''];['Reparto', 'Banda sonora'];Sin Oscar
683;Dustin Nguyen;septiembre;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
684;Muzi Li;No data;['Hao xiao zi hao gong fu', 'Serie de TV', '7,4'];['Reparto', 'Dirección'];Sin Oscar
685;Agni Scott;No data;[''];['Reparto'];Sin oscar
686;Gloriana de Praga;No data;['La Hija de la Muerte'];['Reparto'];Sin oscar
687;Namir Smallwood;No data;['Rounding', 'Chicago Fire', '2012 • 1 episodio', 'Jarius', 'Serie de TV'];['Reparto'];Sin oscar
688;Adrian Blanchard;No data;['Speak No Evil'];['Reparto'];Sin oscar
689;Peter Toomey;No data;['The Bicycle Man', 'Red Larceny', '5,1', 'Mr. Sutters'];['Reparto'];Sin oscar
690;Katherine Levac;No data;[''];['Reparto'];Sin Oscar
691;Louis Partridge;2003;[''];['Reparto'];Sin oscar
692;Irene Esser;No data;[''];['Reparto'];Sin Oscar
693;Marion Cadeau;No data;"['Más que nunca', ""Qu'est-ce qu'elle a ma famille?"", '2022']";['Reparto'];Sin oscar
694;Laura Berlin;1990;[''];['Reparto', 'Banda sonora'];Sin Oscar
695;Keir Pountney;No data;['Partner in Crime', 'The Quiet One', 'Making Friends as the World Ends', 'Graham Grigor'];['Reparto'];Sin oscar
696;Mesut Aslan;No data;['Çiftlik', 'Paranoid: Everything Wipe from the Beginning', 'Arka Sokaklar', '2017–2019 • 37 episodios', 'Doktor'];['Vestuario', 'Reparto', 'Dirección'];Sin oscar
697;Johnny French;No data;[''];['Reparto'];Sin Oscar
698;Samir Arab;No data;['Little Wenzhou', '2009', 'Mehdi', 'The Tunnel', '2016 • 1 episodio'];['Reparto'];Sin oscar
699;Boris Ostan;1960;['Varuh meje', 'Vrtickarji', '1999–2003 • 46 episodios', '2022'];['Reparto'];Sin oscar
700;Mohammad Ali Baig;No data;[''];['Reparto'];Sin oscar
701;Benjamin Curns;No data;['Batman: Master of Fear', 'The Blacklist', '2021 • 1 episodio', '2022', '2007'];['Reparto'];Sin oscar
702;David Peacock;No data;['Thunderbirds Are Go', '2015–2020 • 78 episodios', '2005', 'Sonido', 'Serie de TV'];['Sonido', 'Equipos adicionales', 'Casting'];Sin Oscar
703;Mutlunur Lafçi;No data;['Senden Daha Güzel', '2022 • 13 episodios', 'Suna(2020)', 'Ayse Bülbül', 'Serie de TV'];['Reparto'];Sin oscar
704;Fred Melamed;mayo;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
705;Houston Rhines;marzo;[''];['Reparto', 'Dirección', 'Guion'];Sin oscar
706;Raúl Niño;No data;['Mystery of the Maya', '1995'];['Vestuario', 'Maquillaje'];Sin oscar
707;Mahmoud Kasalkheh;No data;['Aile Arasinda', 'Ayla: La hija de la guerra', 'The Ottoman Lieutenant', 'Müslüm'];['Especialistas', 'Efectos especiales', 'Reparto'];Sin oscar
708;Phoenix T. Bell;No data;[''];['Reparto', 'Especialistas'];Sin oscar
709;Mikel Bustamante;No data;[''];['Reparto', 'Producción', 'Dirección'];Sin Oscar
710;Stéphane Pezerat;No data;['Una policía en apuros', 'Los traductores', 'Flashback', 'El caso Oussekine', '2022 • 2 episodios'];['Reparto'];Sin oscar
711;S. Bhavana;1911;['Jaga Mechida Maga', 'Ashasundari', 'Gandharvya Kanya', 'Simha Swapna'];['Guion', 'Producción'];Sin oscar
712;Jainal Jack;No data;['Puff Daddy', 'Matinee Show', 'The Birth Land', '5,7'];['Reparto'];Sin oscar
713;Luc Tran;No data;"[""Baby Signing Time Vol. 4: Let's Be Friends"", '2008', 'Signing Child']";['Reparto'];Sin oscar
714;Revna Çolak;No data;['Bir Litre Gözyasi', '2018 • 13 episodios', 'Reparto', 'Serie de TV', '7,3'];['Reparto'];Sin oscar
715;Jule Böwe;1969;['Gefangene', 'Das kalte Herz', 'The Ordinaries', 'Silencio de hielo'];['Reparto', 'Equipos adicionales'];Sin Oscar
716;Anne Loiret;1963;"['La vida de Adèle', 'Elle', 'Les Dames', '2012–2015 • 7 episodios', ""Anne D'autricheAnne d'Autriche""]";['Reparto'];Sin oscar
717;Janice Spencer-Wise;No data;['Rite of the Shaman', 'Quaestio', 'Polygamy Gone Wrong', '2020'];['Reparto', 'Guion', 'Arte'];Sin Oscar
718;Koen De Bouw;1964;[''];['Reparto'];Sin Oscar
719;Amariah Byers;No data;['A such thing as Too Late'];['Reparto'];Sin oscar
720;Lilith Stangenberg;1988;[''];['Reparto', 'Banda sonora'];Sin Oscar
721;Nihan Büyükagaç;1981;[''];['Reparto', 'Música'];Sin oscar
722;Pankaj Berry;1932;['Tenali Rama', '2017–2020 • 677 episodios', 'A.C.P. AkashRameshSushil', 'Jayant', 'Reparto'];['Reparto'];Sin Oscar
723;Alison Araya;No data;[''];['Reparto'];Sin Oscar
724;Marty Maguire;No data;"['Vikingos', '2015 • 2 episodios', ""Minister O'HareMinister O'Hara"", 'Miniserie de TV', '7,2']";['Reparto', 'Guion'];Sin oscar
725;John Mitchell Jr.;1874;[''];['Reparto', 'Banda sonora'];Sin oscar
726;Hristo Petkov;1980;[''];['Reparto'];Sin Oscar
727;Leif Holt;No data;[''];['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
728;Kyle Price;No data;['Love @ First Night', '2016–2017 • 20 episodios', '2021'];['Reparto'];Sin oscar
729;Keiona;No data;['Diamond Girls', 'Broken Covenant: The Movie', 'Why Do Men Cheat? The Movie', 'Indictment: Who Is Jonathan Carter?'];['Reparto'];Sin oscar
730;Chandan Gill;No data;['Warning', 'Lover', 'Dil Diyan Gallan', 'Posti'];['Reparto'];Sin oscar
731;Sergio Calderón;1945;[''];['Reparto'];Sin oscar
732;Kourtney Ryann;No data;[''];['Reparto', 'Equipos adicionales'];Sin oscar
733;Charlie Steers;1980;[''];['Reparto', 'Equipos adicionales', 'Dirección'];Sin Oscar
734;Ezrah Lin;No data;[''];['Reparto'];Sin oscar
735;Nick Santoro;No data;[''];['Reparto', 'Guion', 'Dirección'];Sin oscar
736;Carl Hegemann;No data;['Der fliegende Holländer', 'Corto', '6,6', '7,4'];['Edición', 'Reparto', 'Guion'];Sin oscar
737;Hank Meleski Jr.;No data;[''];['Reparto', 'Producción', 'Dirección de casting'];Sin oscar
738;Anghel Damian;1991;[''];['Reparto', 'Guion', 'Dirección'];Sin Oscar
739;Sujith Shanker;No data;[''];['Reparto'];Sin oscar
740;Ingrid Palomares;No data;[''];['Reparto'];Sin oscar
741;Matt Scott;No data;[''];['Dirección de la segunda unidad o asistencia a dirección', 'Dirección', 'Guion'];Sin oscar
742;Olga Temonen;1978;[''];['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Equipos adicionales'];Sin Oscar
743;Boris Johnson;1964;[''];['Equipos adicionales', 'Reparto', 'Banda sonora'];Nominado a 1 premio BAFTA
744;Noemi Cognigni;No data;['Pop Black Posta', 'Karate Man', 'Magari resto', 'Operazione Spartacus: La casalese'];['Reparto'];Sin oscar
745;Tony Doyle;1935;[''];['Reparto'];Sin Oscar
746;Margaret Colin;1958;[''];['Reparto'];Sin Oscar
747;Eric Bana;1968;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
748;Katja Sallay;No data;['5 Seasons - eine Reise', '5,7', '5,5', '6,2'];['Reparto', 'Cámara y electricidad', 'Dirección'];Sin oscar
749;Louise Ribiere;No data;['Don Juan', 'Los amantes del engaño', 'Dunk', 'Qui a parlé de fin'];['Reparto'];Sin oscar
750;Rita Wilson;1956;[''];['Reparto', 'Producción', 'Dirección'];Sin Oscar
751;João Arrais;1995;[''];['Reparto'];Sin Oscar
752;Morten Hee Andersen;1991;[''];['Reparto'];Sin Oscar
753;Isabela Neamtu;No data;['Clouds of Chernobyl', 'Viata mea sexuala', 'Diaz. No limpiéis esta sangre', 'The Premonition', '2007'];['Reparto'];Sin oscar
754;Mithun Chakraborty;1950;[''];['Reparto', 'Música', 'Equipos adicionales'];Sin Oscar
755;Donna Biscoe;1955;[''];['Reparto', 'Guion y continuidad'];Sin oscar
756;Nelly Strömberg;No data;['Isolering', 'Analogt', '2023'];['Reparto'];Sin oscar
757;James E. Clark;No data;[''];['Reparto', 'Guion'];Sin oscar
758;Ethan Daniel Corbett;No data;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
759;Amir Nassim;No data;['Illegal Savannah'];['Reparto'];Sin oscar
760;Michael Placencia;No data;[''];['Reparto', 'Producción', 'Dirección'];Sin oscar
761;Nur Sulay Sevimli;No data;['Hayvan'];['Reparto'];Sin oscar
762;Runnan Zhao;No data;['Better Days', 'Duan · Qiao', 'Guan yu Tang yi sheng de yi qie', '2022 • 36 episodios'];['Reparto'];Sin oscar
763;Benedict Esdale;No data;[''];['Reparto'];Sin oscar
764;Léna Laprès;No data;[''];['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
765;Jaxon Baboulis;No data;[''];['Reparto'];Sin oscar
766;Chris Clark;No data;['El irlandés', 'Johnny English', 'Todo el dinero del mundo', 'Legend'];['Producción', 'Dirección', 'Guion'];Sin Oscar
767;Ramtin Parvaneh;No data;[''];['Reparto', 'Guion', 'Dirección'];Sin oscar
768;André Jung;1953;['El experimento', 'Polizeiruf 110', '1996–2019 • 5 episodios', 'Wanda, mein Wunder'];['Reparto'];Sin Oscar
769;Ellen Taure;No data;['Pequeña reina', 'Familjen Andersson', '2024 • 1 episodio'];['Reparto'];Sin oscar
770;Jason Smith;1984;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
771;Cameron Ashplant;No data;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
772;Elena Funari;No data;['El cazador', '2021 • 7 episodios', 'Francesca Borghi', 'Rebecca', 'Alice'];['Reparto'];Sin oscar
773;Mike David;No data;['Redbar', '2003–2023 • 141 episodios', 'Producción', 'Producción', 'Producción'];['Producción', 'Dirección de fotografía y cámara', 'Arte'];Sin oscar
774;Slimane Dazi;1960;[''];['Reparto'];Sin Oscar
775;Kasper Møller Rask;1993;['November', '2018', 'Guion(creator)', 'Corto', 'Guion'];['Guion', 'Dirección', 'Reparto'];Sin Oscar
776;Raul A. Perez;No data;['Bristol Fashion', 'Double Feature', 'Anger'];['Reparto', 'Composición', 'Sonido'];Sin oscar
777;Stephanie Cole;1941;[''];['Reparto', 'Banda sonora'];Sin Oscar
778;Asaf Hertz;No data;[''];['Reparto'];Sin oscar
779;Yael Levental;1968;[''];['Reparto', 'Guion'];Sin oscar
780;Sean Carvajal;No data;"['Causeway', ""Madeline's Madeline"", 'New Amsterdam', '2022 • 1 episodio', 'Reparto']";['Reparto', 'Equipos adicionales'];Sin Oscar
781;Robin S. Roth;No data;[''];['Reparto'];Sin Oscar
782;Kanupriya Gupta;1992;['Gehraiyaan', 'Ek Thi Daayan', 'Aashram', '2020 • 6 episodios', 'Aaliya'];['Reparto'];Sin oscar
783;Melanie Nicholls-King;No data;[''];['Reparto', 'Producción', 'Especialistas'];Sin Oscar
784;Richard Bhakti Klein;No data;[''];['Reparto', 'Casting', 'Dirección de casting'];Sin oscar
785;Jansen Panettiere;1994;[''];['Reparto', 'Equipos adicionales', 'Guion'];Sin Oscar
786;Payel Sarkar;1978;[''];['Reparto'];Sin oscar
787;József Gallai;1988;[''];['Guion', 'Dirección', 'Producción'];Sin Oscar
