Tipo,nombre,anno,mes,id_peli
Movie,Wakamusha,2024,5,tt32216248
Movie,Redrum,2024,11,tt32216510
Movie,Situation,2024,2,tt32217917
Movie,The Silent Prayer,2024,3,tt32218357
Movie,Jericho's tail,2024,3,tt32218411
Movie,El Poder de la Iglesia II,2024,6,tt32219636
Movie,Yaar Dushman,2024,4,tt32221325
Movie,Charta Khanay Charta Faqiray,2024,4,tt32221404
Movie,Bunnoui Gang,2024,5,tt32221422
Movie,Grey Catalysts,2024,8,tt32221416
Movie,Bandiwan,2024,4,tt32221537
Movie,Baiser de Judas,2024,5,tt32221912
Movie,Chabuca,2024,4,tt32222167
Movie,Nee Yello Naa Alle,2024,,tt32223572
Movie,Vengeance: Amour ambigu II,2024,6,tt32223876
Movie,Balinsasayaw,2024,5,tt32227204
Movie,The Film After La Pel·lícula Després,2024,por estrenar,tt32227286
Movie,Zápisník alkoholicky,2024,7,tt32228803
Movie,Face Off 7: One Wish,2024,4,tt32229497
Movie,The Partners,2024,por estrenar,tt32229653
Movie,"Tam, gde tantsuyut sterkhi",2024,4,tt32229751
Movie,Summer on a solitary beach,2024,9,tt32229864
Movie,Annie Johnson's the Music Hotel 2024,2024,12,tt32230597
Movie,Kiss Me Once,2024,4,tt32230577
Movie,Ma Bei Shang De Xun Xian Yuan,2024,4,tt32230606
Movie,The Crush,2024,5,tt32232736
Movie,Krasnye lenty,2024,5,tt32232806
Movie,Macbeth: Ralph Fiennes & Indira Varma,2024,5,tt32236501
Movie,Blood Thicker Than Water,2024,4,tt32236753
Movie,DJ Marwar,2024,,tt32237172
Movie,Colineales,2024,4,tt32237736
Movie,Stripper Party 2,2024,6,tt32243249
Movie,Life Ek Settlement,2024,5,tt32243417
Movie,Vrutos,2024,4,tt32244708
Movie,Bokser,2024,,tt32244931
Movie,Napad,2024,,tt32245158
Movie,Gaslit by My Husband: The Morgan Metzer Story,2024,6,tt32245467
Movie,The Milky Day,2024,5,tt32252045
Movie,From All Sides,2024,por estrenar,tt32253220
Movie,Bodyguard for Sweetheart,2024,6,tt32254400
Movie,Only Child,2024,,tt32254497
Movie,Hier Zijn,2024,4,tt32259679
Movie,Mamta Child Factory,2024,2,tt32260076
Movie,Pachhtave Di Agg,2024,4,tt32262796
Movie,Top Love: Só e Bem Acompanhado,2024,por estrenar,tt32263211
Movie,Le Premier Rôle,2024,por estrenar,tt32263528
Movie,Desmemórias,2024,4,tt32264436
Movie,Teacher's Pet,2024,5,tt32265116
Movie,Una luz negra,2024,4,tt32268272
Movie,De sang-froid,2024,por estrenar,tt32268578
Movie,Tento,2024,5,tt32269064
Movie,Einhundertvier,2024,5,tt32270974
Movie,23:47,2024,,tt32272655
Movie,Moghwasom pineun nal,2024,5,tt32275404
Movie,Entangleships,2024,8,tt32277367
Movie,Liu mang qu mo shi,2024,5,tt32277855
Movie,Vicky,2024,5,tt32281021
Movie,Serbidoras,2024,5,tt32281964
Movie,Last Gasp: Brokeback fields,2024,1,tt32283068
Movie,Satya,2024,5,tt32288784
Movie,Distancia,2024,6,tt32291878
Movie,Us and the Night,2024,5,tt32296450
Movie,For My Forever,2024,5,tt32305863
Movie,La Femme cachée,2024,8,tt32306046
Movie,Adim (Primitive),2024,4,tt32306195
Movie,"Chances Are, You and I",2024,5,tt32306491
Movie,Cicada,2024,por estrenar,tt32306656
Movie,La Bocca dell'Anima,2024,9,tt32306905
Movie,Don Giovanni,2024,5,tt32307015
Movie,Ready or Not (Dot),2024,por estrenar,tt32306992
Movie,DitO,2024,7,tt32307759
Movie,Purushothamudu,2024,5,tt32308382
Movie,Tili Tili Boom,2022,8,tt32307027
